content,subcategory,category
"I was searching for a gift for my sister, who is a jewelry enthusiast. I saw an ad on Instagram for ‘designer jewelry replicas’ from a popular brand at discounted prices. The website looked like a legitimate jewelry store. I ordered a necklace for 950 rupees. The necklace that arrived was clearly fake, with cheap, tarnished metal and poorly set stones. It was a disappointing and embarrassing gift to give. I should have known replicas are never worth it.",online_shopping_e_commerce_frauds,Financial Crimes
"I needed a new car phone holder. I found a website offering ‘magnetic car phone holders’ at half price. They had a ‘strong grip’ and ‘easy installation’ claims. I ordered one for 400 rupees. The phone holder arrived and looked flimsy, and the magnet was weak. It barely held my phone and kept falling off the dashboard. It was not ‘magnetic’ or ‘strong grip’ as advertised. When I tried to contact customer service, they were unreachable. The product claims were false, and the support nonexistent.",online_shopping_e_commerce_frauds,Financial Crimes
"I saw an ad on Facebook for ‘personalized pet portraits’ at a discounted price. It was for a gift for my friend who loves her dog. The website was simple but seemed artistic. I uploaded a photo of her dog and ordered a portrait for 700 rupees. The portrait that arrived was a poorly printed, low-resolution image on cheap paper. It looked nothing like the advertised ‘artistic portrait’ and was an embarrassing gift to give. They completely misrepresented their product and delivered a low-quality print.",online_shopping_e_commerce_frauds,Financial Crimes
"I was looking for a new garden hose. I found a website advertising ‘heavy-duty garden hoses’ at clearance prices. The pictures looked durable, and the website had a ‘satisfaction guarantee’ badge. I ordered a hose for 1200 rupees. The hose that arrived was thin plastic, kinked easily, and clearly not ‘heavy-duty.’ It probably wouldn't last a season. It was a cheap imitation, not the ‘durable’ product advertised. I felt foolish for trusting the ‘satisfaction guarantee’ which was clearly meaningless.",online_shopping_e_commerce_frauds,Financial Crimes
"I wanted to buy some essential oil burners for my home. I found a website offering ‘ceramic essential oil burners’ at very low prices. They claimed to be a direct importer. I ordered two burners for 600 rupees. The burners that arrived were cheap plastic, fragile, and cracked easily. They were not ‘ceramic’ or durable as advertised and were just cheap, low-quality imitations. I wasted my money and now have to be careful not to break them further.",online_shopping_e_commerce_frauds,Financial Crimes
"I saw an ad on a blog for ‘organic baby products’ at a discount. The website looked natural and gentle. I ordered a set of baby lotions for 1500 rupees. The lotions that arrived smelled strongly of artificial fragrance and were likely not organic at all. My baby’s skin reacted badly to them, causing a rash. They were cheap, chemical-filled products falsely advertised as ‘organic’ and ‘gentle’ and caused harm to my child.",online_shopping_e_commerce_frauds,Financial Crimes
"I was searching for a specific type of herbal tea online. I found a website offering ‘rare herbal tea blends’ at a great price. They had positive testimonials and a sophisticated website design. I ordered a box of tea for 700 rupees. The tea that arrived was stale, low-quality, and tasted nothing like rare herbal tea. It was cheap, generic tea sold at a premium price under false pretenses. I felt like my attempt to try something special was ruined by a scam.",online_shopping_e_commerce_frauds,Financial Crimes
"I wanted to buy some new cushion covers for the living room. I found a website advertising ‘luxury velvet cushion covers’ at a very low price. The pictures looked plush and elegant. I ordered a set for 1100 rupees. The cushion covers that arrived were thin, scratchy, and clearly not velvet. They were cheap polyester covers, nothing like what was advertised. I felt cheated and annoyed by the blatant misrepresentation of the fabric.",online_shopping_e_commerce_frauds,Financial Crimes
"I was looking for a gift for my nephew, who loves dinosaurs. I found a website selling ‘realistic dinosaur toys’ at discounted prices. They had a ‘special offer’ and free stickers. I ordered a set of dinosaurs for 850 rupees. The dinosaurs that arrived were cheap plastic, poorly painted, and low-quality. They were not ‘realistic dinosaur toys’ and were likely to break easily. My nephew seemed less excited than I hoped, and I felt like I bought cheap junk.",online_shopping_e_commerce_frauds,Financial Crimes
"I saw an ad on a gaming website for ‘discounted gaming keyboards.’ They were offering mechanical gaming keyboards at a price that seemed too good to be true, but my old keyboard was failing. The website looked basic but had a ‘customer support’ phone number. I took the risk and paid 1900 rupees. Of course, the keyboard never arrived, and the website became unreachable within days. My game performance is suffering, and I learned a hard lesson about online deals.",online_shopping_e_commerce_frauds,Financial Crimes
"I was looking for a specific children’s puzzle online, a complex wooden puzzle. I found a website offering it at a much lower price than anywhere else. They claimed to be a ‘toy outlet’ with discounted prices. I ordered it for 550 rupees. What arrived was a poorly made, cardboard puzzle, with flimsy pieces and missing parts. It was completely unsuitable for a child and not at all what was advertised. They sold me a fake product and disappointed my child.",online_shopping_e_commerce_frauds,Financial Crimes
"I wanted to buy some new shower curtains for the bathroom. I found a website advertising ‘luxury waterproof shower curtains’ at a very low price. The pictures looked elegant and durable. I ordered one for 700 rupees. When it arrived, the shower curtain was thin plastic, flimsy, and clearly not waterproof. It was cheap, low-quality material that would probably leak water everywhere. I felt cheated and frustrated by the false advertising.",online_shopping_e_commerce_frauds,Financial Crimes
"I was searching for a gift for my friend, who is a plant lover. I saw an ad on Instagram for ‘rare plant cuttings’ from an exotic species at discounted prices. The website looked like a legitimate plant nursery. I ordered a cutting for 600 rupees. The cutting that arrived was wilted, brown, and clearly dead. It was not a ‘rare plant cutting’ and was just a dead twig. It was a disappointing and useless gift to give. I felt foolish for believing the ‘rare’ claim.",online_shopping_e_commerce_frauds,Financial Crimes
"I needed a new laptop stand for my home office. I found a website offering ‘ergonomic laptop stands’ at half price. They had a ‘adjustable height’ and ‘sturdy design’ claims. I ordered one for 500 rupees. The laptop stand arrived and looked cheap plastic, and the ‘adjustable height’ mechanism was broken. It barely held my laptop and wobbled constantly. It was not ‘ergonomic’ or ‘sturdy design’ as advertised. When I tried to return it, they refused, saying it was ‘final sale.’ The product claims were false, and the return policy was a scam.",online_shopping_e_commerce_frauds,Financial Crimes
"I saw an ad on Facebook for ‘personalized family portraits’ at a discounted price. It was for a gift for my parents’ anniversary. The website was simple but seemed sentimental. I uploaded a family photo and ordered a portrait for 800 rupees. The portrait that arrived was a poorly printed, pixelated image on cheap canvas. It looked nothing like the advertised ‘artistic portrait’ and was an embarrassing gift to give. They completely misrepresented their product and delivered a low-quality print that ruined a special occasion.",online_shopping_e_commerce_frauds,Financial Crimes
"I was looking for a new garden shovel. I found a website advertising ‘heavy-duty garden shovels’ at clearance prices. The pictures looked strong, and the website had a ‘lifetime warranty’ badge. I ordered a shovel for 1300 rupees. The shovel that arrived was thin metal, flimsy, and clearly not ‘heavy-duty.’ It probably would bend on the first use. It was a cheap imitation, not the ‘durable’ product advertised. I felt foolish for trusting the ‘lifetime warranty,’ which was clearly a lie.",online_shopping_e_commerce_frauds,Financial Crimes
"I wanted to buy some essential oil candles for my home. I found a website offering ‘natural essential oil candles’ at very low prices. They claimed to be a direct manufacturer. I ordered three candles for 750 rupees. The candles that arrived were cheap paraffin wax, with artificial fragrances, and barely smelled of essential oils. They were not ‘natural essential oil candles’ and were just cheap, low-quality imitations. I wasted my money and got cheap, chemical-filled candles instead.",online_shopping_e_commerce_frauds,Financial Crimes
"I saw an ad on a blog for ‘organic pet food’ at a discount. The website looked natural and healthy. I ordered a bag of dog food for 1600 rupees. The dog food that arrived smelled stale and artificial, and was likely not organic at all. My dog refused to eat it and got sick after trying a small amount. It was cheap, low-quality pet food falsely advertised as ‘organic’ and ‘healthy’ and harmed my pet.",online_shopping_e_commerce_frauds,Financial Crimes
"I was searching for a specific type of herbal supplement online. I found a website offering ‘rare herbal supplements’ at a great price. They had positive testimonials and a sophisticated website design. I ordered a bottle of supplements for 900 rupees. The supplements that arrived were unlabeled pills, with no information about ingredients or dosage. They were potentially dangerous and definitely not ‘rare herbal supplements.’ It was a scam selling unknown pills under false pretenses, and I was worried about what I almost consumed.",online_shopping_e_commerce_frauds,Financial Crimes
"I wanted to buy some new throw blankets for the living room. I found a website advertising ‘luxury fleece throw blankets’ at a very low price. The pictures looked soft and warm. I ordered two blankets for 1200 rupees. The blankets that arrived were thin, scratchy, and clearly not fleece. They were cheap acrylic blankets, nothing like what was advertised. I felt cheated and annoyed by the blatant misrepresentation of the material and warmth.",online_shopping_e_commerce_frauds,Financial Crimes
"I was looking for a gift for my niece, who loves unicorns. I found a website selling ‘magical unicorn toys’ at discounted prices. They had a ‘special offer’ and free stickers. I ordered a unicorn plush toy for 900 rupees. The toy that arrived was cheap plastic, poorly sewn, and low-quality. It was not a ‘magical unicorn toy’ and was likely to fall apart quickly. My niece seemed unimpressed, and I felt like I bought cheap, uninspired junk.",online_shopping_e_commerce_frauds,Financial Crimes
"I saw an ad on a gaming website for ‘discounted VR headsets.’ They were offering virtual reality headsets at a price that seemed too good to be true, but I wanted to try VR. The website looked basic but had a ‘customer support’ email. I took the risk and paid 3000 rupees. Of course, the headset never arrived, and the website became unreachable within days. My VR dreams are shattered, and my wallet is lighter. It was a foolish gamble.",online_shopping_e_commerce_frauds,Financial Crimes
"I was looking for a specific children’s game online, a complex board game. I found a website offering it at a much lower price than anywhere else. They claimed to be a ‘game outlet’ with discounted prices. I ordered it for 650 rupees. What arrived was a poorly made, incomplete board game, with missing pieces and damaged components. It was completely unplayable and not at all what was advertised. They sold me a fake product and ruined our family game night.",online_shopping_e_commerce_frauds,Financial Crimes
"I wanted to buy some new kitchen towels for the kitchen. I found a website advertising ‘luxury linen kitchen towels’ at a very low price. The pictures looked elegant and absorbent. I ordered a set for 800 rupees. When they arrived, the kitchen towels were thin cotton, flimsy, and clearly not linen. They were cheap, low-quality material that wouldn't dry dishes properly. I felt cheated and frustrated by the false advertising about the fabric quality.",online_shopping_e_commerce_frauds,Financial Crimes
"I was searching for a gift for my friend, who is a tea connoisseur. I saw an ad on Instagram for ‘rare tea gift sets’ from an exotic region at discounted prices. The website looked like a legitimate tea shop. I ordered a gift set for 1300 rupees. The gift set that arrived was clearly fake, with cheap, generic tea and poorly packaged items. It was a disappointing and embarrassing gift to give a tea lover. I felt foolish for trusting the ‘rare’ and ‘exotic’ claims.",online_shopping_e_commerce_frauds,Financial Crimes
"I needed a new desk lamp for my home office. I found a website offering ‘ergonomic desk lamps’ at half price. They had a ‘adjustable brightness’ and ‘energy efficient’ claims. I ordered one for 600 rupees. The desk lamp arrived and looked cheap plastic, and the ‘adjustable brightness’ feature didn't work. It provided dim, flickering light and was definitely not ‘ergonomic’ or ‘energy efficient’ as advertised. When I tried to get a refund, they ignored my requests. The product claims were false, and the customer service was non-existent.",online_shopping_e_commerce_frauds,Financial Crimes
"I saw an ad on Facebook for ‘personalized baby blankets’ at a discounted price. It was for a gift for a newborn baby. The website was simple but seemed caring. I uploaded the baby’s name and ordered a blanket for 950 rupees. The blanket that arrived was cheap fleece, poorly embroidered, and the name was misspelled. It was a poorly made, unusable gift for a newborn. They completely messed up the personalization and delivered a low-quality, incorrect item.",online_shopping_e_commerce_frauds,Financial Crimes
"I was looking for a new garden rake. I found a website advertising ‘heavy-duty garden rakes’ at clearance prices. The pictures looked strong, and the website had a ‘money-back guarantee’ badge. I ordered a rake for 1100 rupees. The rake that arrived was thin metal, flimsy, and clearly not ‘heavy-duty.’ It probably would break on the first use in the garden. It was a cheap imitation, not the ‘durable’ product advertised. I felt foolish for trusting the ‘money-back guarantee,’ which I knew deep down was probably fake.",online_shopping_e_commerce_frauds,Financial Crimes
"I wanted to buy some essential oil room sprays for my home. I found a website offering ‘natural essential oil room sprays’ at very low prices. They claimed to be a direct manufacturer. I ordered three sprays for 800 rupees. The room sprays that arrived smelled strongly of artificial fragrances, and barely had any scent of essential oils. They were not ‘natural essential oil room sprays’ and were just cheap, chemical-filled imitations. I wasted my money and got fake, potentially harmful air fresheners instead.",online_shopping_e_commerce_frauds,Financial Crimes
"I saw an ad on a blog for ‘organic hair dye’ at a discount. The website looked natural and gentle. I ordered a set of hair dye for 1700 rupees. The hair dye that arrived smelled strongly of chemicals and was likely not organic at all. My hair became damaged and brittle after using it, the opposite of what ‘organic hair dye’ should do. It was cheap, chemical-laden dye falsely advertised as ‘organic’ and ‘gentle’ and damaged my hair.",online_shopping_e_commerce_frauds,Financial Crimes
"I was searching for a specific type of specialty coffee online. I found a website offering ‘rare single-origin coffee beans’ at a great price. They had positive reviews and a sophisticated website design. I ordered a bag of coffee beans for 850 rupees. The coffee beans that arrived were stale, low-quality, and tasted nothing like single-origin coffee. It was cheap, generic coffee sold at a premium price under false pretenses. I felt like my attempt to enjoy a premium coffee experience was completely ruined by a scam.",online_shopping_e_commerce_frauds,Financial Crimes
"I wanted to buy some new oven mitts for the kitchen. I found a website advertising ‘luxury silicone oven mitts’ at a very low price. The pictures looked heat-resistant and durable. I ordered a pair for 700 rupees. The oven mitts that arrived were thin fabric, flimsy, and clearly not silicone. They were cheap cotton mitts that would probably burn your hands. I felt cheated and annoyed by the blatant misrepresentation of the material and heat resistance, which is a safety issue.",online_shopping_e_commerce_frauds,Financial Crimes
"I was looking for a gift for my uncle, who loves birdwatching. I found a website selling ‘high-quality binoculars’ at discounted prices. They had a ‘special offer’ and free cleaning cloth. I ordered a pair of binoculars for 1500 rupees. The binoculars that arrived were cheap plastic, blurry lenses, and low-quality. They were not ‘high-quality binoculars’ and were barely usable for birdwatching. My uncle tried to be polite, but I knew he was disappointed with the poor gift.",online_shopping_e_commerce_frauds,Financial Crimes
"I saw an ad on a gaming forum for ‘discounted gaming mice.’ They were offering wireless gaming mice at a price that seemed too good to be true, but my old mouse was malfunctioning. The website looked basic but had a ‘secure checkout’ badge. I took the risk and paid 1500 rupees. Of course, the mouse never arrived, and the website disappeared within days. My gaming performance is suffering even more now, and I’ve learned a painful lesson about impulse buys online.",online_shopping_e_commerce_frauds,Financial Crimes
"I was looking for a specific children’s book series online, a popular fantasy series. I found a website offering it at a much lower price than anywhere else. They claimed to be a ‘children’s book club’ with discounted prices. I ordered the first book for 400 rupees. What arrived was a poorly printed, abridged version of the book, with missing chapters and blurry illustrations. It was completely unsuitable for a child and not the full story. They sold me a fake copy and cheated my child out of the full reading experience.",online_shopping_e_commerce_frauds,Financial Crimes
"I wanted to buy some new placemats for the dining table. I found a website advertising ‘luxury woven placemats’ at a very low price. The pictures looked elegant and durable. I ordered a set for 900 rupees. When they arrived, the placemats were thin paper, flimsy, and clearly not woven. They were cheap disposable placemats, not at all what was advertised. I felt cheated and frustrated by the false advertising about the material and durability, especially for something intended for dining.",online_shopping_e_commerce_frauds,Financial Crimes
"I was searching for a gift for my friend, who is a wine enthusiast. I saw an ad on Instagram for ‘rare wine gift sets’ from a prestigious vineyard at discounted prices. The website looked like a legitimate wine shop. I ordered a gift set for 1400 rupees. The gift set that arrived was clearly fake, with cheap, generic wine and poorly packaged items. It was a disappointing and embarrassing gift to give a wine connoisseur. I felt foolish for trusting the ‘rare’ and ‘prestigious vineyard’ claims without proper verification.",online_shopping_e_commerce_frauds,Financial Crimes
"I needed a new monitor stand for my home office. I found a website offering ‘adjustable monitor stands’ at half price. They had a ‘vesa mount’ and ‘cable management’ claims. I ordered one for 700 rupees. The monitor stand arrived and looked cheap plastic, and the ‘vesa mount’ was incompatible with my monitor. It barely supported the weight of my monitor and wobbled dangerously. It was not ‘adjustable’ or ‘vesa mount’ compatible as advertised. When I tried to return it, they claimed I damaged it during installation, which was a lie. The product claims were false, and the return process was a scam to avoid refunds.",online_shopping_e_commerce_frauds,Financial Crimes
"I saw an ad on Facebook for ‘personalized family mugs’ at a discounted price. It was for a gift for the whole family. The website was simple but seemed thoughtful. I uploaded a family photo and ordered four mugs for 1200 rupees. The mugs that arrived were cheap ceramic, poorly printed, and the family photo was distorted and blurry. They were poorly made, unusable gifts for the family. They completely ruined the personalization and delivered low-quality, embarrassing items.",online_shopping_e_commerce_frauds,Financial Crimes
"I was looking for a new garden spade. I found a website advertising ‘heavy-duty garden spades’ at clearance prices. The pictures looked strong, and the website had a ‘30-day return policy’ badge. I ordered a spade for 1400 rupees. The spade that arrived was thin metal, flimsy, and clearly not ‘heavy-duty.’ It probably would break after a few uses. It was a cheap imitation, not the ‘durable’ product advertised. I felt foolish for trusting the ‘30-day return policy,’ which I suspected would be difficult to enforce with a scam site.",online_shopping_e_commerce_frauds,Financial Crimes
"I wanted to buy some essential oil roll-ons for personal use. I found a website offering ‘natural essential oil roll-ons’ at very low prices. They claimed to be a direct manufacturer. I ordered three roll-ons for 650 rupees. The roll-ons that arrived smelled strongly of artificial fragrances and barely had any scent of essential oils. They were not ‘natural essential oil roll-ons’ and were just cheap, chemical-filled imitations. I wasted my money and got fake, potentially irritating products for personal use.",online_shopping_e_commerce_frauds,Financial Crimes
"I saw an ad on a blog for ‘organic face serum’ at a discount. The website looked natural and luxurious. I ordered a bottle of face serum for 1800 rupees. The face serum that arrived smelled strongly of chemicals and was likely not organic at all. My skin broke out in rashes after using it, the opposite of what ‘organic face serum’ should do. It was cheap, chemical-laden serum falsely advertised as ‘organic’ and ‘luxurious’ and damaged my skin.",online_shopping_e_commerce_frauds,Financial Crimes
"I was searching for a specific type of specialty tea online. I found a website offering ‘rare blooming tea flowers’ at a great price. They had positive reviews and a sophisticated website design. I ordered a set of tea flowers for 950 rupees. The tea flowers that arrived were dried, broken, and did not bloom when steeped in hot water. They were cheap, low-quality tea sold at a premium price under false pretenses. I felt like my attempt to enjoy a beautiful and unique tea experience was completely ruined by a scam.",online_shopping_e_commerce_frauds,Financial Crimes
"I wanted to buy some new bathrobes for the bathroom. I found a website advertising ‘luxury Turkish cotton bathrobes’ at a very low price. The pictures looked plush and absorbent. I ordered two bathrobes for 1500 rupees. The bathrobes that arrived were thin, scratchy, and clearly not Turkish cotton. They were cheap polyester bathrobes, nothing like what was advertised. I felt cheated and annoyed by the blatant misrepresentation of the fabric and quality, especially for something meant for comfort and luxury.",online_shopping_e_commerce_frauds,Financial Crimes
"I was looking for a gift for my grandfather, who loves gardening tools. I found a website selling ‘high-quality gardening tool sets’ at discounted prices. They had a ‘special offer’ and free gloves. I ordered a tool set for 2000 rupees. The tool set that arrived was cheap plastic handles, flimsy metal parts, and low-quality. They were not ‘high-quality gardening tool sets’ and were likely to break easily in the garden. My grandfather tried to be appreciative, but I knew he would never use such poor tools.",online_shopping_e_commerce_frauds,Financial Crimes
"I saw an ad on a gaming website for ‘discounted gaming headsets with surround sound.’ They were offering advanced gaming headsets at a price that seemed too good to be true, but I wanted immersive audio. The website looked basic but had a ‘customer support’ phone number. I took the risk and paid 2200 rupees. Of course, the headset never arrived, and the website became unreachable within days. My gaming experience remains flat, and I’ve learned a costly lesson about believing online ads for electronics.",online_shopping_e_commerce_frauds,Financial Crimes
"I was looking for a specific children’s toy online, a popular building block set. I found a website offering it at a much lower price than anywhere else. They claimed to be a ‘toy warehouse’ with discounted prices. I ordered a large set for 750 rupees. What arrived was a poorly made, incomplete building block set, with missing pieces and incompatible parts. It was completely unusable for building anything substantial and not at all like the branded set advertised. They sold me a fake product and disappointed my child’s creative play.",online_shopping_e_commerce_frauds,Financial Crimes
"I wanted to buy some new dishcloths for the kitchen. I found a website advertising ‘luxury microfiber dishcloths’ at a very low price. The pictures looked absorbent and durable. I ordered a set for 750 rupees. When they arrived, the dishcloths were thin cotton, flimsy, and clearly not microfiber. They were cheap, low-quality material that wouldn't absorb water well. I felt cheated and frustrated by the false advertising about the material and absorbency, especially for something essential for kitchen cleaning.",online_shopping_e_commerce_frauds,Financial Crimes
"I was searching for a gift for my friend, who is a whisky connoisseur. I saw an ad on Instagram for ‘rare whisky gift sets’ from a renowned distillery at discounted prices. The website looked like a legitimate liquor store. I ordered a gift set for 1600 rupees. The gift set that arrived was clearly fake, with cheap, generic whisky and poorly packaged items. It was a disappointing and embarrassing gift to give a whisky expert. I felt foolish for trusting the ‘rare’ and ‘renowned distillery’ claims without verifying the website’s legitimacy.",online_shopping_e_commerce_frauds,Financial Crimes
"I needed a new ergonomic mouse pad for my home office. I found a website offering ‘gel wrist rest mouse pads’ at half price. They had a ‘comfortable support’ and ‘non-slip base’ claims. I ordered one for 450 rupees. The mouse pad arrived and looked cheap foam, and the ‘gel wrist rest’ was flat and hard. It provided no ‘comfortable support’ and slipped constantly on my desk. It was not ‘ergonomic’ or ‘gel wrist rest’ as advertised. When I tried to complain, they claimed it was ‘user error’ and refused any assistance. The product claims were false, and the customer service was designed to deflect complaints.",online_shopping_e_commerce_frauds,Financial Crimes
"I saw an ad on Facebook for ‘personalized pet bowls’ at a discounted price. It was for a gift for my neighbor’s new puppy. The website was simple but seemed pet-friendly. I uploaded the puppy’s name and ordered a bowl for 650 rupees. The bowl that arrived was cheap plastic, poorly printed, and the name was misspelled and barely visible. It was a poorly made, unusable gift for a puppy. They completely ruined the personalization and delivered a low-quality, incorrect item that I couldn't even give away.",online_shopping_e_commerce_frauds,Financial Crimes
"I was looking for a new garden trowel. I found a website advertising ‘heavy-duty garden trowels’ at clearance prices. The pictures looked strong, and the website had a ‘free shipping’ badge. I ordered a trowel for 900 rupees. The trowel that arrived was thin metal, flimsy, and clearly not ‘heavy-duty.’ It probably would bend or break after a few uses in the garden. It was a cheap imitation, not the ‘durable’ product advertised. I felt foolish for being swayed by the ‘free shipping’ offer, which masked the fact that the product was worthless.",online_shopping_e_commerce_frauds,Financial Crimes
"I wanted to buy some essential oil diffuser necklaces for gifts. I found a website offering ‘natural essential oil diffuser necklaces’ at very low prices. They claimed to be a direct manufacturer. I ordered three necklaces for 900 rupees. The necklaces that arrived were cheap plastic, with artificial-smelling pads, and barely diffused any scent. They were not ‘natural essential oil diffuser necklaces’ and were just cheap, chemical-filled imitations. I wasted my money and got fake, potentially irritating jewelry instead of thoughtful gifts.",online_shopping_e_commerce_frauds,Financial Crimes
"I saw an ad on a blog for ‘organic baby wipes’ at a discount. The website looked natural and gentle for babies. I ordered a pack of baby wipes for 1200 rupees. The baby wipes that arrived smelled strongly of chemicals and were likely not organic at all. My baby’s skin became red and irritated after using them. They were cheap, chemical-filled wipes falsely advertised as ‘organic’ and ‘gentle’ and caused harm to my child’s sensitive skin. I felt immense guilt for using them on my baby.",online_shopping_e_commerce_frauds,Financial Crimes
"I was searching for a specific type of loose leaf tea online. I found a website offering ‘rare organic loose leaf tea’ at a great price. They had positive reviews and a sophisticated website design. I ordered a bag of tea for 750 rupees. The tea that arrived was stale, low-quality, and tasted nothing like organic loose leaf tea. It was cheap, generic tea sold at a premium price under false pretenses, and it ruined my morning tea ritual.",online_shopping_e_commerce_frauds,Financial Crimes
"I wanted to buy some new hand towels for the bathroom. I found a website advertising ‘luxury bamboo hand towels’ at a very low price. The pictures looked soft and absorbent. I ordered a set for 1100 rupees. The hand towels that arrived were thin cotton, scratchy, and clearly not bamboo. They were cheap cotton towels, nothing like what was advertised. I felt cheated and annoyed by the blatant misrepresentation of the material and absorbency, especially for something meant for personal hygiene.",online_shopping_e_commerce_frauds,Financial Crimes
"I was looking for a gift for my aunt, who loves decorative candles. I found a website selling ‘handmade scented candles’ at discounted prices. They had a ‘special offer’ and free matches. I ordered a set of candles for 800 rupees. The candles that arrived were cheap paraffin wax, poorly scented, and low-quality. They were not ‘handmade scented candles’ and were likely to burn poorly and emit harmful fumes. My aunt tried to be gracious, but I knew she wouldn’t use such cheap candles.",online_shopping_e_commerce_frauds,Financial Crimes
"I saw an ad on a gaming forum for ‘discounted gaming keyboards and mice combos.’ They were offering complete gaming sets at a price that seemed too good to be true, but I needed both. The website looked basic but had a ‘customer support’ email and phone number. I took the risk and paid 2500 rupees. Of course, the combo set never arrived, and the website became unreachable within days. My gaming setup remains incomplete, and I’ve learned a painful lesson about trusting bundled deals from unknown online vendors.",online_shopping_e_commerce_frauds,Financial Crimes
"I was looking for a specific children’s craft kit online, a complex origami set. I found a website offering it at a much lower price than anywhere else. They claimed to be a ‘craft supply outlet’ with discounted prices. I ordered a set for 500 rupees. What arrived was a poorly made, incomplete origami set, with cheap paper and missing instructions. It was completely unusable for creating any origami models and not at all like the detailed set advertised. They sold me a fake product and disappointed my child’s creative aspirations.",online_shopping_e_commerce_frauds,Financial Crimes
"I wanted to buy some new dish drying mats for the kitchen. I found a website advertising ‘luxury absorbent dish drying mats’ at a very low price. The pictures looked thick and quick-drying. I ordered a set for 850 rupees. When they arrived, the dish drying mats were thin foam, flimsy, and clearly not absorbent. They were cheap foam mats that would likely soak through and not dry dishes effectively. I felt cheated and frustrated by the false advertising about the material and absorbency, especially for something meant for practical kitchen use.",online_shopping_e_commerce_frauds,Financial Crimes
"I was searching for a gift for my friend, who is a coffee roaster. I saw an ad on Instagram for ‘rare green coffee beans’ from an exotic farm at discounted prices. The website looked like a legitimate coffee bean supplier. I ordered a bag of green beans for 1500 rupees. The green beans that arrived were clearly old, low-grade, and not from the claimed exotic farm. They were cheap, generic green beans misrepresented as ‘rare’ and ‘exotic.’ It was a disappointing and useless gift for a coffee roasting enthusiast. I felt foolish for trusting the ‘exotic farm’ claims without proper research.",online_shopping_e_commerce_frauds,Financial Crimes
"I needed a new ergonomic keyboard for my home office. I found a website offering ‘split ergonomic keyboards’ at half price. They had a ‘natural typing position’ and ‘wrist support’ claims. I ordered one for 800 rupees. The keyboard arrived and looked cheap plastic, and the ‘split ergonomic’ design was poorly implemented and uncomfortable. It provided no ‘natural typing position’ and offered minimal ‘wrist support.’ It was not ‘ergonomic’ or ‘split’ as advertised. When I tried to return it, they claimed it was ‘hygiene reasons’ and refused any returns. The product claims were false, and the return policy was a scam to avoid refunds based on a flimsy excuse.",online_shopping_e_commerce_frauds,Financial Crimes
"I saw an ad on Facebook for ‘personalized family coasters’ at a discounted price. It was for a gift for the extended family. The website was simple but seemed family-oriented. I uploaded a family photo and ordered a set of coasters for 1400 rupees. The coasters that arrived were cheap cardboard, poorly printed, and the family photo was faded and low-resolution. They were poorly made, unusable gifts for the family. They completely ruined the personalization and delivered low-quality, embarrassing items that would fall apart with moisture.",online_shopping_e_commerce_frauds,Financial Crimes
"I was looking for a new garden fork. I found a website advertising ‘heavy-duty garden forks’ at clearance prices. The pictures looked strong, and the website had a ‘customer satisfaction’ badge. I ordered a fork for 1200 rupees. The fork that arrived was thin metal, flimsy, and clearly not ‘heavy-duty.’ It probably would bend or break after minimal use in the garden. It was a cheap imitation, not the ‘durable’ product advertised. I felt foolish for trusting the generic ‘customer satisfaction’ badge, which meant nothing in reality.",online_shopping_e_commerce_frauds,Financial Crimes
"I received an email congratulating me on winning a 'global online raffle' I didn't even remember entering. They said I'd won $50,000, but to claim it, I needed to pay a 'processing fee' of $250.  It seemed too good to be true, but the official-looking logo and the promise of such a large sum made me hopeful. I was struggling financially, and this felt like a miracle. I borrowed the $250 from a friend and sent it through a money transfer app.  Of course, after that, they asked for more fees for 'taxes' and 'insurance.' That's when the penny dropped. I was so embarrassed and ashamed for being so gullible.  I lost the $250 and the trust of my friend who lent it to me.",advance_fee,Financial Crimes
"My phone rang, and a very official-sounding man said he was from a 'national grant organization.' He said I was eligible for a government grant because of my 'community service' (which is true, I volunteer at the local library). He just needed a small 'application processing fee' of 1000 rupees to finalize everything.  I was excited about the prospect of extra money to help with my daughter's school fees. I paid the fee online, but then they kept asking for more 'verification charges'.  I realized it was a scam when they asked for another 2000 rupees.  I felt like such an idiot for falling for it, especially since I usually consider myself quite cautious.",advance_fee,Financial Crimes
"I saw an ad online for a 'guaranteed loan.' I desperately needed money for medical bills. The website looked professional, and they promised instant approval.  They said I just needed to pay a 'security deposit' of 500 rupees to ensure I was serious.  Being desperate, I paid it. Then they called, saying the loan was approved but I needed to pay an 'insurance fee' of 1500 rupees.  That's when I got suspicious. I searched online and found reviews saying it was a scam. I lost 500 rupees, but thankfully, I didn't send them any more. I felt so vulnerable and taken advantage of.",advance_fee,Financial Crimes
"I got an email saying I'd inherited a large sum of money from a distant relative I'd never heard of. It sounded bizarre, but the email was very detailed, mentioning legal terms and official-sounding names.  They said I needed to pay a 'legal processing fee' of $500 to release the inheritance.  The thought of a sudden windfall was incredibly tempting. I was struggling to pay my mortgage, and this seemed like a way out.  I wired the money, hoping it was real.  Of course, it wasn't. They disappeared after that. I felt so foolish and naive for believing such a ridiculous story.",advance_fee,Financial Crimes
